year,province_code,batch_code,subject_track,college_code,group_code,major_code,major_name,subject_requirement,plan_count,tuition,duration,campus,note,source_id
2024,AH,ordinary_undergraduate,history,1001,001,01,英语,不限,3,5000,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1003,001,01,工商管理,不限,2,4400,四年,,(明德书院校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1003,002,03,英语,不限,2,4400,四年,,(高考英语单科成绩达到90分及以上)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1003,003,02,国际经济与贸易,不限,2,4400,四年,,(明德书院校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1004,001,01,汉语言文学,不限,3,4400,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1004,001,02,英语,不限,2,4400,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1004,002,03,思想政治教育,思想政治,2,4400,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,001,02,网络与新媒体,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,001,03,历史学,不限,4,4800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,001,04,英语,不限,1,4800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,001,05,日语,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,001,06,会计学,不限,1,5200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,002,07,学前教育,不限,6,4800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,002,08,小学教育,不限,1,4800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,002,09,健康服务与管理,不限,2,5200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,002,10,养老服务管理,不限,1,5200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1007,003,01,思想政治教育,思想政治,1,4800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,01,法学,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,02,汉语言文学,不限,3,5060,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,03,英语,不限,3,4600,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,04,日语,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,05,历史学,不限,3,4600,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,06,网络与新媒体,不限,3,6200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,001,07,人文教育,不限,2,4800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1010,002,08,学前教育,不限,5,,四年,,(中外合作办学)(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1017,001,01,文化产业管理,不限,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1017,001,02,外国语言文学类,不限,2,5000,四年,,(含英语、翻译)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1017,001,03,学前教育,不限,2,5000,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,001,02,人力资源管理,不限,1,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,001,03,供应链管理,不限,1,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,001,04,知识产权,不限,1,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,001,06,英语,不限,1,5390,四年,,(师范)(只招英语语种考生，须口试合格，且高考英语文化成绩应达到115分(含》以上)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,001,09,旅游管理与服务教育,不限,1,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,002,01,汉语言文学,不限,1,5060,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,002,05,历史学,不限,1,4600,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,002,07,文物与博物馆学,不限,1,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1020,003,08,地理科学,地理,1,4900,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1022,001,01,财务管理,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1022,002,02,汉语言文学,不限,2,4200,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1023,001,01,经济与金融,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1023,001,02,会计学,不限,1,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1024,001,01,法学,不限,1,4400,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1025,001,01,汉语言文学,不限,10,21000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1025,001,02,学前教育,不限,10,21000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1025,001,03,哲学,不限,10,21000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,01,网络与新媒体,不限,1,6820,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,02,法学,不限,8,5280,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,03,历史学,不限,4,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,04,小学教育,不限,4,5280,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,05,西班牙语,不限,5,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,06,工商管理,不限,2,5280,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,07,会计学,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,08,国际经济与贸易,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,09,法语,不限,3,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,11,汉语言文学,不限,6,5060,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,001,12,英语,不限,6,5060,四年,,(师范)(只招英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1026,002,10,思想政治教育,思想政治,3,5280,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,01,社会工作,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,02,电子商务,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,03,人力资源管理,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,04,物流管理,不限,2,5060,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,05,国际经济与贸易,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,06,英语,不限,2,4900,四年,,(语种为英语，需口试)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1027,001,07,会计学,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1028,001,01,广播电视编导,不限,1,35800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1028,001,02,广播电视编导,不限,1,35800,四年,,(影视编创),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,27,中国语言文学类,不限,1,5000,四年,,(含汉语言文学、汉语言、古典文献学、应用语言学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,28,历史学类,不限,1,5000,四年,,(含历史学(中国史》、世界史、外国语言与外国历史)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,29,文科试验班类,不限,1,5300,四年,,(元培)(含中国语言文学类、考古学、历史学类、哲学类、社会学类、法学、新闻传播学类、经济学类、工商管理类、公共管理类)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,30,考古学,不限,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,31,社会学类,不限,1,5000,四年,,(含社会学、社会工作)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,32,法学,不限,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,33,哲学类,不限,1,5000,四年,,(含哲学、宗教学、哲学(科技哲学与逻辑学方向》)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,34,城乡规划,不限,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,35,图书馆学,不限,1,5000,四年,,(信息管理系),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,36,工商管理类,不限,1,5000,四年,,(含金融学、金融学(金融经济学)、会计学、市场营销)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,37,文科试验班类,不限,2,5000,四年,,(国关)(含社会学类)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,38,英语,不限,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,39,公共管理类,不限,1,5000,四年,,(含城市管理、行政管理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,40,人文科学试验班,不限,1,5000,四年,,(含艺术史论)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,41,经济学类,不限,1,5000,四年,,(含经济学、金融学、国际经济与贸易、财政学、保险学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1029,006,42,新闻传播学类,不限,1,5000,四年,,(含新闻学、广播电视学、广告学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1030,001,01,英语,不限,1,6000,四年,,(医学英语)(5年)(只招英语考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,01,英语,不限,1,5000,四年,,(人文交流)(只招收英语语种考生，英语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,02,商务英语,不限,1,5000,四年,,(国际商业管理)(只招收英语语种考生，英语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,03,日语,不限,1,5000,四年,,(人文交流)(外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,04,俄语,不限,2,5000,四年,,(含人文交流、外事外贸两个方向，大一、大二统一培养，不分方向，第四学期末学生自主选择方向;如一个方向选择人数不足12人，则该方向不再开设，选择该方向的学生须转入另一个方向;外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,05,德语,不限,1,5000,四年,,(含人文交流、经贸合作两个方向，大一、大二统一培养，不分方向，第四学期末学生自主选择方向;如一个方向选择人数不足12人，则该方向不再开设，选择该方向的学生须转入另一个方向;外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,06,法语,不限,1,5000,四年,,(含人文、国情两个方向，大一、大二统一培养，不分方向，第四学期末学生自主选择方向;如一个方向选择人数不足12人，则该方向不再开设，选择该方向的学生须转入另一个方向;外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,07,西班牙语,不限,2,5000,四年,,(含人文交流、西班牙语国家国别与区域研究两个方向，大一、大二不分方向，大二下学期末根据学生意愿自主报名选择方向，不足12人的方向不再开设该方向，选择该方向的学生须转入另一个方向;外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,08,翻译,不限,1,500,四年,,(中英西复语实验班)(只招收英语语种考生，英语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,09,市场营销,不限,1,4200,四年,,(大数据应用)(外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,10,贸易经济,不限,1,4200,四年,,(国际文化贸易)(外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1031,001,11,汉语国际教育,不限,1,4200,四年,,(英语复合)(外语单科成绩不低于90分)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1032,001,01,戏剧影视文学,不限,1,8000,四年,,(剧作)(录取规则详见学校招生章程)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1032,002,02,电影学,不限,1,8000,四年,,(录取规则详见学校招生章程)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1035,001,01,传播学,不限,1,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1035,001,02,广告学,不限,1,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1035,001,03,工商管理类,不限,1,4200,四年,,(含工商管理、市场营销、文化产业管理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1036,001,01,法学,不限,5,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1036,001,02,商务英语,不限,5,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1039,001,01,社会科学试验班,不限,13,5000,四年,,(含经济学、行政管理、英语、翻译、法学;学院路校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1040,001,01,法学,不限,1,5000,四年,,(卓越实验班),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1040,001,02,工商管理类,不限,12,5000,四年,,(新文科经管法)(含财务管理、会计学、工商管理、国际经济与贸易、公共事业管理、行政管理、法学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1040,001,03,英语,不限,3,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1042,001,01,新闻传播学类,不限,1,5000,四年,,(含传播学、网络与新媒体)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1042,001,02,外国语言文学类,不限,2,5500,四年,,(含英语、西班牙语、葡萄牙语)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1042,001,03,法学,不限,3,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1042,001,04,文科试验班类,不限,2,5000,四年,,(经管学院工商类)(含会计学、财务管理、工商管理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1048,001,01,工商管理类,不限,3,5000,四年,,(数智管理与经济试验班)(含工商管理、会计学、国际经济与贸易;入学一年后专业分流)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1048,001,02,社会科学试验班,不限,7,5000,四年,,(含法学、行政管理、社会工作(社会管理);入学一年后专业分流)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1048,001,03,外国语言文学类,不限,9,5000,四年,,(含英语、日语、德语;限英语语种考生，入学后专业分流)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1049,001,01,朝鲜语,不限,2,18000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1049,001,02,英语,不限,2,18000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1049,001,03,财务管理,不限,2,15000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1049,001,04,知识产权,不限,2,15000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1049,001,05,国际经济与贸易,不限,2,15000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1049,001,06,日语,不限,2,18000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1051,001,01,公共事业管理,不限,2,5500,四年,,(徐特立英才班之国际组织和全球治理),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1051,001,02,社会科学试验班,不限,16,5000,四年,,(管理与经济方向)(含工商管理(含数字创新管理方向)、工商管理(含AI双学位》、经济学、国际经济与贸易(含数字金融、数字贸易方向》)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1051,001,03,社会科学试验班,不限,5,5000,四年,,(人文社科方向)(含法学、社会工作、法学(含AI双学位》、英语、日语、德语、西班牙语)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1052,001,01,法学,不限,4,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1052,001,02,会展经济与管理,不限,5,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1052,002,03,工商管理,不限,6,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1052,002,04,会计学,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1052,002,05,财务管理,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1052,002,06,财务管理,不限,2,4200,四年,,"(数智财管实验班)(高考外语单科成绩不低于110分(含》,数学单科成绩不低于100分(含》))",src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1053,002,03,英语,不限,2,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1053,002,04,农林经济管理,不限,1,5000,四年,,(梁希实验班),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1053,002,05,工商管理类,不限,4,5000,四年,,(含会计学、工商管理、市场营销、人力资源管理、物业管理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1053,002,06,法学,不限,1,5000,四年,,(卓越法治人才实验班),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1053,003,02,自然地理与资源环境,地理,1,5500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1054,001,01,工商管理,不限,2,4200,四年,,(品牌管理),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1054,001,02,旅游管理,不限,2,4200,四年,,(生态旅游),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1054,001,03,国际经济与贸易,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1054,002,04,国际经济与贸易,不限,2,36000,四年,,(中外合作办学)(中英合作办学专业，3+1培养模式，专业课为英文授课;国内学费3.6万元/年，国外学费按照英国当年标准收取)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,06,哲学,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,07,工商管理,不限,2,4800,四年,,(数字经济与管理实验班),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,08,法学,不限,2,4800,四年,,(卓越实验班),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,09,汉语言文学,不限,2,4800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,10,历史学类,不限,2,4800,四年,,(含历史学、考古学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,11,公共管理类,不限,2,4800,四年,,(含公共事业管理、人力资源管理、信息管理与信息系统(大数据治理方向》)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1057,003,12,人文科学试验班,不限,2,4800,四年,,(励耘实验班)(含汉语言文学、历史学、哲学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1058,004,06,人文科学试验班,不限,4,4800,四年,,(含汉语言文学、英语、历史学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1059,001,01,新闻传播学类,不限,4,100000,四年,,(合作办学)(含广告学(合作办学》、传播学(合作办学);大类招生;广告学专业培养公共关系与广告学方向;传播学专业培养媒体与传播学、媒体艺术与设计、影视学、动画与互动媒体、中华文化与国际传播方向;原则上在第一学年第二学期开始前完成专业确认;英文教学，请非英语语种考生慎重报考)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1059,001,02,社会学,不限,2,100000,四年,,(合作办学)(培养全球化与发展、数字社会科学方向;原则上在第一学年第二学期开始前完成专业确认;英文教学，请非英语语种考生慎重报考)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1059,001,03,外国语言文学类,不限,3,100000,四年,,(合作办学)(含英语(合作办学)、翻译(合作办学);大类招生;原则上在第一学年第二学期开始前完成专业确认;只招英语语种考生;高考英语单科成绩不低于100分;英文教学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1059,001,04,经济学,不限,4,100000,四年,,(合作办学)(培养应用经济学、商业分析方向;原则上在第一学年第二学期开始前完成专业确认;英文教学，请非英语语种考生慎重报考)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1059,001,05,会计学,不限,4,100000,四年,,(合作办学)(英文教学，请非英语语种考生慎重报考)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1059,001,06,工商管理类,不限,2,100000,四年,,(合作办学)(含财务管理(合作办学)、人力资源管理(合作办学)、市场营销(合作办学》、工商管理(合作办学》、文化产业管理(合作办学);大类招生;工商管理专业培养创业与创新管理、电子商务与资讯系统管理、数字媒体管理方向;文化产业管理专业培养文化创意与管理，旅游、酒店与会展管理方向;原则上在第一学年第二学期开始前完成专业确认;英文教学，请非英语语种考生慎重报考)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1060,001,01,人力资源管理,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1060,001,02,物流管理,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,003,07,英语,不限,1,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,003,08,旅游管理,不限,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,003,11,新闻学,不限,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,004,06,公共事业管理,不限,1,5000,四年,,(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,004,10,体育经济与管理,不限,1,5000,四年,,(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,005,12,休闲体育,不限,2,75000,四年,,(中外合作办学)(此专业学费高，教学地点在海南陵水黎安国际教育创新试验区;不需要体育统考成绩，仅录取填报该专业志愿的考生;高考成绩须达到生源所在地省级招办划定的普通本科录取控制分数线，高考外语成绩不低于105分;英语投课，非英语语种考生谨慎填报)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,005,13,旅游管理,不限,2,75000,四年,,(中外合作办学)(此专业学费高，教学地点在海南陵水黎安国际教育创新试验区;仅录取填报该专业志愿的考生，高考成绩须达到生源所在地省级招办划定的普通本科录取控制分数线，高考外语成绩不低于105分;英语授课，非英语语种考生谨慎填报)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1061,006,09,马克思主义理论,思想政治,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,12,西班牙语,不限,1,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,14,西班牙语,不限,1,6000,四年,,(中国人民大学国际新闻传播专业联合培养),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,15,国际新闻与传播,不限,1,5000,四年,,(英语),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,16,德语,不限,1,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,17,翻译,不限,1,6000,四年,,(外交外事高级翻译),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,18,俄语,不限,1,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,19,英语,不限,1,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,20,新闻学,不限,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,21,西班牙语,不限,2,6000,四年,,(葡语),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,22,法学,不限,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,24,英语,不限,2,6000,四年,,(外语教育),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,004,25,英语,不限,1,6000,四年,,(国别与区域研究),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,005,13,外交学,思想政治,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1062,005,23,国际组织与全球治理,思想政治,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1064,001,01,经济学,不限,1,4200,四年,,(实验班),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1064,001,02,物流管理,不限,1,4200,四年,,,src_collected_ah_2024_enrollment_plan
