year,province_code,batch_code,subject_track,college_code,group_code,major_code,major_name,subject_requirement,plan_count,tuition,duration,campus,note,source_id
2024,AH,ordinary_undergraduate,history,1428,001,13,广告学,不限,1,31800,四年,,(办学地点:肇庆市鼎湖区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1429,001,03,应用心理学,不限,2,6850,四年,,(不招色盲色弱)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1429,001,04,公共事业管理,不限,2,6060,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1429,001,05,健康服务与管理,不限,2,6060,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1429,002,01,助产学,生物,1,7660,四年,,(不招色盲色弱)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1429,002,02,护理学,生物,2,7660,四年,,(不招色盲色弱)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1433,001,01,公共管理类,不限,2,4100,四年,,(夏书章公共管理卓越人才实验班)(含行政管理、劳动与社会保障、土地资源管理、城市管理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1433,001,02,劳动与社会保障,不限,1,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1433,002,03,农村区域发展,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1434,003,03,英语,不限,2,4920,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1434,003,04,财政学类,不限,2,4920,四年,,(含财政学、金融学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1434,003,06,日语,不限,2,4920,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1434,004,05,历史学,不限,2,4590,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1434,004,07,汉语言文学,不限,2,4920,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1434,005,08,旅游管理,不限,4,24000,四年,,"(中外合作办学)(仅招收有明确专业志愿的考生，进校后不得转专业;外语单科成绩不低于满分的50%,非英语语种考生慎重报考;五官端正、无醒目疟痕，口齿清楚，无残疾))",src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1436,001,01,广播电视学,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1436,002,02,人力资源管理,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1443,001,01,广播电视编导,思想政治,2,9000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1445,001,01,国际经济与贸易,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1445,001,02,会计学,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1445,001,03,酒店管理,不限,1,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1445,001,04,电子商务,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1445,002,05,会展经济与管理,不限,2,22000,四年,,(中外合作办学),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1447,001,01,经济学,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1447,002,03,广播电视学,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1447,003,04,档案学,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1447,004,02,汉语国际教育,思想政治+地理,3,4100,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,01,电子商务,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,02,汉语国际教育,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,03,日语,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,04,英语,不限,5,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,05,人力资源管理,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,06,法学,不限,10,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,07,市场营销,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,08,国际经贸规则,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1451,001,09,知识产权,不限,4,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1452,001,01,商务英语,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1452,001,02,财务管理,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1453,001,01,工商管理类,不限,8,6000,四年,,(含工商管理、市场营销、人力资源管理;桂林雁山校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1453,001,02,英语,不限,3,5500,四年,,(桂林雁山校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1453,001,03,风景园林,不限,3,6000,四年,,(桂林雁山校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1453,001,04,旅游管理,不限,3,6000,四年,,(桂林雁山校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1453,001,05,行政管理,不限,3,6000,四年,,(桂林雁山校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1453,001,06,电子商务,不限,4,6000,四年,,(桂林雁山校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1454,001,01,酒店管理,不限,1,4597,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1454,001,02,经济与金融,不限,1,4594,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1458,001,01,电子商务,不限,2,24500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1458,001,02,财务管理,不限,4,24500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1458,001,03,人力资源管理,不限,2,24500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1458,001,04,国际商务,不限,2,24500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1458,001,05,酒店管理,不限,2,24500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1458,001,06,国际经济与贸易,不限,2,24500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1459,001,01,英语,不限,2,18500,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1459,001,02,汉语言文学,不限,2,18500,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1459,001,03,金融学类,不限,3,18000,四年,,(含金融学、互联网金融、保险学、投资学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1459,001,04,工商管理类,不限,3,18000,四年,,(含工商管理、财务管理、资产评估、审计学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1459,001,05,新闻传播学类,不限,2,16500,四年,,(含新闻学、数字出版)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1460,001,01,护理学,生物,2,6480,四年,,(不录取色盲、色弱、斜视考生;男生身高不低于1.60米，女生身高不低于1.55米)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1465,001,01,社会学,不限,7,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1465,001,03,法学,不限,3,4000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1465,001,04,英语,不限,4,4000,四年,,(只招英语考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1465,001,05,工商管理,不限,10,3500,四年,,(不招单色异常考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1465,002,02,思想政治教育,思想政治,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1466,001,01,经济管理试验班,不限,16,5500,四年,,(含电子商务、工商管理、市场营销、会计学、财务管理、国际经济与贸易、金融学、信息管理与信息系统、大数据管理与应用、计算金融、数字经济、经济学、社会学、法学、国际组织与全球治理等专业;本专业类内任选专业)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1467,001,01,建筑类,不限,2,6230,四年,,(智慧人居类)(5年)(含建筑学、城乡规划;本专业类内任选专业)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1467,001,02,经济管理试验班,不限,2,5510,四年,,(含经济学、会计学(大数据会计方向);本专业类内任选专业)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1467,001,03,数字媒体艺术,不限,6,6230,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1468,001,01,经济管理试验班,不限,15,6600,四年,,(含会计学、大数据管理与应用、信息管理与信息系统，本专业类内任选专业)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1470,001,01,国际经济与贸易,不限,5,25800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1471,001,01,学前教育,不限,15,28000,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,01,金融学,不限,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,02,国际经济与贸易,不限,2,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,03,财务管理,不限,4,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,04,人力资源管理,不限,2,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,05,商务英语,不限,4,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,06,知识产权,不限,4,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1472,001,07,信用管理,不限,4,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,01,行政管理,不限,2,3300,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,02,法学,不限,3,4000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,03,英语,不限,2,4000,四年,,(只招英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,04,会计学,不限,2,3500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,05,商务英语,不限,2,5000,四年,,(只招英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,06,市场营销,不限,1,3850,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,07,新闻学,不限,3,8000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,08,旅游管理,不限,2,3500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,09,物流管理,不限,2,3500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1475,001,10,金融学,不限,2,3500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,001,01,行政管理,不限,4,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,001,02,会计学,不限,5,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,001,03,日语,不限,3,2800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,001,04,俄语,不限,3,2800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,001,05,跨境电子商务,不限,3,6000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,002,06,西班牙语,不限,1,4800,四年,,(招英语考生，在读期间国外学习一年，费用自理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1476,002,07,法语,不限,1,4800,四年,,(招英语考生，在读期间国外学习一年，费用自理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1477,001,01,国际经济与贸易,不限,5,23800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1477,001,02,财务管理,不限,2,23800,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1478,001,01,英语,不限,4,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,001,02,社会工作,不限,1,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,001,04,汉语言文学,不限,2,2500,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,001,06,法学,不限,3,4000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,001,08,汉语国际教育,不限,2,4000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,01,财务管理,不限,2,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,03,学前教育,不限,2,3500,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,05,俄语,不限,1,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,07,小学教育,不限,3,2800,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,09,旅游管理,不限,1,4000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,12,金融学,不限,1,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,13,会计学,不限,1,4200,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,14,商务经济学,不限,1,4500,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,15,英语,不限,1,2500,四年,,(师范)(只招收英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,002,16,商务英语,不限,1,4500,四年,,(只招收英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,003,11,思想政治教育,思想政治,1,2500,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1480,004,10,地理信息科学,地理,1,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1481,001,01,法学,不限,2,4000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1481,001,02,公共事业管理,不限,2,5000,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1481,002,03,护理学,生物,1,4000,四年,,(护理学与公共事业管理双学位;不招收色盲、色弱考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1484,001,01,电子商务,不限,3,,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,01,广播电视编导,不限,2,59900,四年,,(电影电视编导),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,02,广播电视编导,不限,4,54900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,03,广播电视编导,不限,2,59900,四年,,(影视制作),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,04,财务管理,不限,2,36900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,05,艺术教育,不限,2,36900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,06,酒店管理,不限,2,36900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,07,市场营销,不限,2,35900,四年,,(新媒体营销),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,08,会计学,不限,2,36900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,09,电子商务,不限,2,45900,四年,,(创业与商业管理),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,10,经济学类,不限,4,36900,四年,,(含经济学(金融与科技方向》、国际经济与贸易《跨境电商方向》)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,11,建筑类,不限,4,39900,四年,,(含建筑学、城乡规划、风景园林)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,12,旅游管理,不限,2,36900,四年,,(含智慧旅游方向)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1486,001,13,会展经济与管理,不限,2,38900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,01,金融学,不限,4,4600,四年,,(一年级观澜湖校区，二、三、四年级海句校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,02,国际经济与贸易,不限,5,4600,四年,,(一年级观澜湖校区，二、三、四年级海甸校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,03,法学,不限,5,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,04,国际法,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,09,英语,不限,20,4600,四年,,(只招英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,10,日语,不限,9,4600,四年,,(只招英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,11,俄语,不限,5,4600,四年,,(只招英语语种考生)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,12,会计学,不限,8,4600,四年,,(一年级观澜湖校区，二、三、四年级海句校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,13,工商管理,不限,8,4600,四年,,(一年级观澜湖校区，二、三、四年级海句校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,14,农林经济管理,不限,3,4600,四年,,(一年级观澜湖校区，二、三、四年级海旬校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,15,行政管理,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,16,旅游管理,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,001,17,会展经济与管理,不限,2,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,002,06,汉语言文学,不限,2,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,002,08,戏剧影视文学,不限,3,6600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,003,19,行政管理,不限,5,73000,四年,,(中外合作办学)(英语单科成绩达到满分的70%及以上;观澜湖校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,003,20,酒店管理,不限,6,73000,四年,,(中外合作办学)(英语单科成绩达到满分的70%及以上;观澜湖校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,003,21,会展经济与管理,不限,6,50000,四年,,(中外合作办学)(英语单科成绩达到满分的70%及以上;观澜湖校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,004,05,思想政治教育,思想政治,3,4600,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,005,07,传播学,思想政治,3,4100,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1488,006,18,人文地理与城乡规划,地理,4,73000,四年,,(中外合作办学)(英语单科成绩达到满分的70%及以上;观澜湖校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,01,大数据与财务管理,不限,2,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,02,企业数字化管理,不限,2,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,03,大数据与会计,不限,2,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,04,护理,不限,3,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,05,健康管理,不限,2,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,06,水路运输与海事管理,不限,2,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,07,口腔医学技术,不限,10,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1493,001,08,学前教育,不限,2,35900,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,01,市场营销,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,02,汉语国际教育,不限,3,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,03,英语,不限,4,4620,四年,,(英语单科原始成绩不低于100分;三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,04,秘书学,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,05,俄语,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,06,物流管理,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,09,学前教育,不限,2,4180,四年,,(师范)(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,10,历史学,不限,2,4180,四年,,(师范)(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,11,汉语言文学,不限,4,4180,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,14,财务管理,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,15,泰语,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,16,电子商务,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,17,会展经济与管理,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,18,酒店管理,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,001,19,旅游管理,不限,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,003,20,市场营销,不限,2,38500,四年,,(中外合作办学)(外语单科原始成绩不低于95分，且学生在校期间不能转换专业;三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,003,21,旅游管理,不限,3,17250,四年,,(中外合作办学)(外语单科原始成绩不低于95分，且学生在校期间不能转换专业;三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,004,07,新闻学,思想政治,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,004,08,国际事务与国际关系,思想政治,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,004,12,社会工作,思想政治,2,4620,四年,,(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1494,004,13,思想政治教育,思想政治,2,4180,四年,,(师范)(三亚校区)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,01,小学教育,不限,3,4180,四年,,(中文与社会方向)(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,02,小学教育,不限,3,4180,四年,,(英语教育方向)(师范)(建议外语语种为英语的考生报考，英语单科成绩不低于90分，须参加省级英语口试且成绩合格)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,03,工商管理类,不限,2,4620,四年,,(含人力资源管理、会计学;不招单色识别不全者)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,04,经济学类,不限,6,4620,四年,,(含经济学、税收学、金融学、国际经济与贸易;不招单色识别不全者)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,05,旅游管理类,不限,3,4620,四年,,(含旅游管理、酒店管理)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,06,英语,不限,5,4620,四年,,(师范)(外语语种须为英语，英语单科成绩不低于90分，须参加省级英语口试且成绩合格)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,07,法学,不限,4,4620,四年,,,src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,08,汉语言文学,不限,12,4180,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,09,历史学,不限,3,4180,四年,,(师范),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,10,新闻传播学类,不限,3,4180,四年,,(含新闻学、广播电视学)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,11,应用心理学,不限,3,4620,四年,,(师范)(不招色弱、色盲或单色识别不全者)),src_collected_ah_2024_enrollment_plan
2024,AH,ordinary_undergraduate,history,1496,001,17,教育学类,不限,4,4180,四年,,(师范)(含教育学、学前教育、特殊教育;不招色弱、色盲或单色识别不全者)),src_collected_ah_2024_enrollment_plan
