year,province_code,batch_code,subject_track,college_code,group_code,college_name,subject_requirement,group_note,source_id
2025,AH,ordinary_undergraduate,physics,1029,001,北华大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1029,002,北华大学,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1029,003,北华大学,化学,"003专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1029,004,北华大学,化学,"004专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1029,005,北华大学,化学,"005专业组（化学）（中外合作办学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1029,006,北华大学,化学 + 生物学,"006专业组（化学+生物学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1029,007,北华大学,生物学,"007专业组（生物学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1030,001,北华航天工业学院,化学,"001专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1031,001,北京城市学院,化学,"001专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1032,005,北京大学,化学,"005专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1033,002,北京大学医学部,化学,"002专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1033,003,北京大学医学部,化学,"003专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1034,001,北京第二外国语学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1035,001,北京电影学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1037,001,北京服装学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1037,002,北京服装学院,化学,"002专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1038,001,北京工商大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1038,002,北京工商大学,化学,"002专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1039,003,北京工业大学,化学,"003专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1039,004,北京工业大学,化学,"004专业组（化学）（中外合作办学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1041,003,北京航空航天大学,化学,"003专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,physics,1041,004,北京航空航天大学,化学,"004专业组（化学）; OCR sample from admission_ordinary_undergraduate_physics_2025_01.jpg, top 1000px",src_ah_2025_admission_physics
2025,AH,ordinary_undergraduate,history,1003,001,安康学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1005,001,安阳工学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1006,001,安阳师范学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1006,002,安阳师范学院,思想政治,"002专业组（思想政治）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1009,001,鞍山师范学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1009,002,鞍山师范学院,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1009,003,鞍山师范学院,不限,"003专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1009,004,鞍山师范学院,不限,"004专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1009,005,鞍山师范学院,思想政治,"005专业组（思想政治）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1013,001,白城师范学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1013,002,白城师范学院,不限,"002专业组（不限）（中外合作办学）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1020,001,宝鸡文理学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1023,001,保定学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1023,002,保定学院,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1024,001,北部湾大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1025,001,北方工业大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1026,001,北方民族大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1026,002,北方民族大学,思想政治,"002专业组（思想政治）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1028,001,北海艺术设计学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1029,001,北华大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1029,002,北华大学,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1029,003,北华大学,思想政治,"003专业组（思想政治）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1030,001,北华航天工业学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1031,001,北京城市学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1032,005,北京大学,不限,"005专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1033,001,北京大学医学部,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1034,001,北京第二外国语学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1035,001,北京电影学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1035,002,北京电影学院,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1037,001,北京服装学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1038,001,北京工商大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1041,001,北京航空航天大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1042,001,北京化工大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1044,002,北京交通大学,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1051,001,北京科技大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1054,001,北京理工大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1055,001,北京联合大学,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1055,002,北京联合大学,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1055,003,北京联合大学,不限,"003专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1056,002,北京林业大学,不限,"002专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1056,003,北京林业大学,地理,"003专业组（地理）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1057,001,北京农学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1057,002,北京农学院,不限,"002专业组（不限）（中外合作办学）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1060,003,北京师范大学,不限,"003专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1061,003,北京师范大学（珠海校区）,不限,"003专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1062,001,北京石油化工学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1063,003,北京体育大学,不限,"003专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1063,004,北京体育大学,不限,"004专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1063,005,北京体育大学,不限,"005专业组（不限）（中外合作办学）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1063,006,北京体育大学,思想政治,"006专业组（思想政治）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1064,004,北京外国语大学,不限,"004专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1064,005,北京外国语大学,思想政治,"005专业组（思想政治）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1064,006,北京外国语大学,思想政治,"006专业组（思想政治）（中外合作办学）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,1066,001,北京物资学院,不限,"001专业组（不限）; OCR sample from admission_ordinary_undergraduate_history_2025_01.jpg, top 1000px",src_ah_2025_admission_history
2025,AH,ordinary_undergraduate,history,2297,001,陕西国际商贸学院,历史 + 不限,来自招生计划样例,src_csiic_2025_anhui_plan_sample
2025,AH,ordinary_undergraduate,physics,2297,001,陕西国际商贸学院,物理 + 不限,来自招生计划样例,src_csiic_2025_anhui_plan_sample
2025,AH,ordinary_undergraduate,physics,2297,002,陕西国际商贸学院,物理 + 化学,来自招生计划样例,src_csiic_2025_anhui_plan_sample
